Compound Name,PubChem Id,Common Name,Scientific Name,References,SMILES,Formula,MW,Rotatable bonds,H-bond acceptors,H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Consensus Log P,Log S,GI absorption,BBB permeant,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Lipinski violations,Ghose violations,Bioavailability Score,PAINS alerts,AMES Toxicity,Max. Tolerated Dose(human),hERG I Inhibitor,hERG II Inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis Toxicity,Minnow Toxicity
Butanoic acid,264,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CCCC(=O)O,C4H8O2,88.11,2,2,1,23.11,37.3,1.1,0.79,0.87,0.49,0.68,-0.75,High,Yes,No,No,No,No,No,0,3,0.85,0,No,0.91,No,No,1.72,2.641,No,No,-0.65,2.149
Calarene epoxide,111446,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CCC2C3(C1(C4C(C4(C)C)CC3)C)O2,C15H24O,220.35,0,1,0,66.37,12.53,3.09,3.7,3.63,3.81,3.6,-3.54,High,Yes,Yes,Yes,Yes,No,No,0,0,0.55,0,No,0.043,No,No,1.565,1.175,No,Yes,0.816,0.971
Caproic Acid,8892,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CCCCCC(=O)O,C6H12O2,116.16,4,2,1,32.73,37.3,1.57,1.92,1.65,1.27,1.47,-1.51,High,Yes,No,No,No,No,No,0,2,0.85,0,No,0.594,No,No,1.606,2.686,No,No,-0.206,1.621
Caryophyllene,5281515,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1=CCCC(=C)C2CC(C2CC1)(C)C,C15H24,204.35,0,0,0,68.78,0.0,3.29,4.38,4.73,4.63,4.24,-3.87,Low,No,No,Yes,Yes,No,No,1,0,0.55,0,No,0.351,No,No,1.617,1.416,No,Yes,1.401,0.504
Corticosterone,5753,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)C)O,C21H30O4,346.46,2,4,2,96.33,74.6,2.26,1.94,2.67,2.22,2.41,-3.08,High,Yes,No,No,No,No,No,0,0,0.55,0,No,-0.694,No,No,1.937,1.545,No,No,0.624,1.237
Coumarin,323,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,C1=CC=C2C(=C1)C=CC(=O)O2,C9H6O2,146.14,0,2,0,42.48,30.21,1.75,1.39,1.79,1.65,1.82,-2.29,High,Yes,Yes,No,No,No,No,0,2,0.55,0,No,0.435,No,No,2.112,1.903,No,No,0.365,1.555
Culmorin,368926,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(CCCC2(C3C1C(C2(CC3O)C)O)C)C,C15H26O2,238.37,0,2,2,69.42,40.46,2.66,3.3,2.58,2.88,2.78,-3.4,High,Yes,No,No,No,No,No,0,0,0.55,0,No,0.472,No,No,1.577,1.845,No,Yes,0.645,1.757
Cycloisolongifolene,563197,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(CCCC23C14C2CC(C4)C3(C)C)C,C15H24,204.35,0,0,0,64.72,0.0,3.15,5.15,4.25,5.8,4.53,-4.35,Low,Yes,Yes,Yes,Yes,No,No,1,0,0.55,0,No,-0.329,No,No,1.697,1.304,No,No,0.718,0.395
Cytisine,10235,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,C1C2CNCC1C3=CC=CC(=O)N3C2,C11H14N2O,190.24,0,2,1,58.65,34.03,1.87,0.18,0.17,1.3,0.96,-1.45,High,No,No,No,No,No,No,0,0,0.55,0,No,0.388,No,No,2.474,1.087,Yes,No,0.511,2.228
Ent-Spathulenol,13854255,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(C2C1C3C(CCC3(C)O)C(=C)CC2)C,C15H24O,220.35,0,1,1,68.34,20.23,2.88,3.11,3.39,3.67,3.26,-3.17,High,Yes,No,Yes,No,No,No,0,0,0.55,0,No,0.077,No,No,1.687,1.39,No,Yes,1.153,1.266
Epiglobulol,11858788,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CCC2C1C3C(C3(C)C)CCC2(C)O,C15H26O,222.37,0,1,1,68.82,20.23,3.08,3.74,3.47,3.81,3.42,-3.57,High,Yes,No,Yes,No,No,No,0,0,0.55,0,No,-0.193,No,No,1.615,1.187,No,Yes,1.369,1.063
Fluoranthene,9154,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4,C16H10,202.25,0,0,0,68.38,0.0,2.55,5.16,4.49,5.63,4.53,-5.08,Low,No,Yes,No,No,No,No,1,0,0.55,0,Yes,0.588,No,Yes,2.106,1.09,No,Yes,0.539,-1.438
gamma-Gurjunenepoxide-(2),572103,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CCC(C=C2C1CCC2C)C3(CO3)C,C15H24O,220.35,1,1,0,68.53,12.53,3.34,3.53,3.79,3.67,3.63,-3.36,High,Yes,No,Yes,Yes,No,No,0,0,0.55,0,No,0.047,No,No,1.515,1.207,No,Yes,1.31,0.576
Glucosamine per-TMS,608919,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,C[Si](C)(C)N(C1C(C(C(OC1O[Si](C)(C)C)CO[Si](C)(C)C)O[Si](C)(C)C)O[Si](C)(C)C)[Si](C)(C)C,C24H61NO5Si6,612.26,12,6,0,170.9,49.39,6.34,8.27,7.19,1.98,3.98,-8.05,Low,No,No,No,No,No,No,1,4,0.55,0,Yes,-0.141,No,No,3.477,0.414,No,No,0.29,0.066
Hexamethylcyclotrisiloxane,10914,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,C[Si]1(O[Si](O[Si](O1)(C)C)(C)C)C,C6H18O3Si3,222.46,0,3,0,55.7,27.69,3.39,3.02,2.16,-0.67,1.16,-3.12,High,Yes,No,No,No,No,No,0,0,0.55,0,No,0.86,No,No,2.997,0.474,Yes,No,0.082,1.396
"Humulane-1,6-dien-3-ol",5353015,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CC(C=C(CCCC(C=C1)(C)C)C)O,C15H26O,222.37,0,1,1,72.06,20.23,3.05,4.21,4.09,3.56,3.58,-3.87,High,Yes,No,No,Yes,No,No,0,0,0.55,0,No,0.642,No,No,1.821,1.228,No,Yes,1.213,1.201
Isoaromadendrene epoxide,534398,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CCC2C1C3C(C3(C)C)CC4C2(O4)C,C15H24O,220.35,0,1,0,66.63,12.53,3.23,3.76,3.48,3.81,3.53,-3.57,High,Yes,Yes,Yes,No,No,No,0,0,0.55,0,No,-0.26,No,No,1.537,1.182,No,Yes,1.083,0.844
Isolongifolene,11127402,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(CCC=C2C13CCC(C3)C2(C)C)C,C15H24,204.35,0,0,0,66.62,0.0,3.15,5.03,4.56,5.65,4.54,-4.28,Low,No,No,Yes,Yes,No,No,1,0,0.55,0,No,-0.067,No,No,1.56,1.354,No,No,1.375,0.482
Lanosterol,246983,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC(CCC=C(C)C)C1CCC2(C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C)C,C30H50O,426.72,4,1,1,137.04,20.23,5.09,8.91,8.48,6.82,7.42,-7.83,Low,No,No,No,No,No,No,1,3,0.55,0,No,-0.568,No,Yes,1.906,0.788,No,No,0.736,-1.757
Longifolenaldehyde,565584,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(CCCC2(C3C1C(C2C=O)CC3)C)C,C15H24O,220.35,1,1,0,67.56,17.07,2.66,4.34,3.67,3.67,3.59,-3.87,High,Yes,No,Yes,Yes,No,No,0,0,0.55,0,No,0.019,No,No,1.607,1.216,No,Yes,1.374,0.505
Lupeol,259846,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C,C30H50O,426.72,1,1,1,135.14,20.23,4.68,9.87,8.02,6.92,7.26,-8.64,Low,No,No,No,No,No,No,1,3,0.55,0,No,-0.502,No,Yes,2.563,0.89,No,No,0.316,-1.696
"Neoclovene-(I), dihydro-",557156,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1CCCC2(C3CC1C2CC3(C)C)C,C15H26,206.37,0,0,0,67.36,0.0,3.25,5.66,4.49,5.8,4.62,-4.69,Low,No,Yes,Yes,Yes,No,No,1,0,0.55,0,No,-0.071,No,No,1.548,1.337,No,No,1.38,0.535
"Neoisolongifolene, 8-bromo-",609003,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1(CCC(C23C1=CC(C2(C)C)CC3)Br)C,C15H23Br,283.25,0,0,0,74.49,0.0,3.27,4.84,4.93,5.11,4.54,-4.65,Low,No,No,Yes,Yes,No,No,1,0,0.55,0,No,-0.184,No,No,2.025,1.309,No,Yes,1.078,-0.328
Taraxasterol,115250,Sal,Shorea robusta,DOI: 10.25258/phyto.v9i6.8179,CC1C2C3CCC4C5(CCC(C(C5CCC4(C3(CCC2(CCC1=C)C)C)C)(C)C)O)C,C30H50O,426.72,0,1,1,135.14,20.23,4.8,9.13,8.02,6.92,7.14,-8.24,Low,No,No,No,No,No,No,1,3,0.55,0,No,-0.553,No,Yes,2.617,0.884,No,No,0.308,-1.705
