Compound Name,PubChem Id,Common Name,Scientific Name,References,SMILES,Formula,MW,Rotatable bonds,H-bond acceptors,H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Consensus Log P,Log S,GI absorption,BBB permeant,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,Lipinski violations,Ghose violations,Bioavailability Score,PAINS alerts,AMES Toxicity,Max. Tolerated Dose(human),hERG I Inhibitor,hERG II Inhibitor,Oral Rat Acute Toxicity (LD50),Oral Rat Chronic Toxicity (LOAEL),Hepatotoxicity,Skin Sensitisation,T.Pyriformis Toxicity,Minnow Toxicity
Leucasperone B,11844108,Thumbai,Leucas aspera,"Priya et al., 2018",CC1CC(C2=C(C1(C)C(CC(C)(C=C)O)O)CCC(=O)C2(C)COC(=O)C)OC(=O)C,C24H36O7,436.54,9,7,2,116.92,110.13,3.38,1.32,2.88,1.87,2.7,-2.78,High,No,No,No,No,No,Yes,0,0,0.55,0,No,0.248,No,No,2.185,1.759,No,No,0.28,2.351
Licarin A,5281836,Thumbai,Leucas aspera,"Priya et al., 2018",CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC,C20H22O4,326.39,4,4,1,94.98,47.92,3.7,4.38,4.25,2.73,3.88,-4.73,High,Yes,No,Yes,Yes,Yes,No,0,0,0.55,0,Yes,0.174,No,Yes,2.134,1.436,No,No,1.182,0.116
Limonene,22311,Thumbai,Leucas aspera,"Priya et al., 2018",CC1=CCC(CC1)C(=C)C,C10H16,136.23,1,0,0,47.12,0.0,2.72,4.57,3.31,3.27,3.37,-3.5,Low,Yes,No,No,Yes,No,No,0,1,0.55,0,No,0.777,No,No,1.88,2.336,No,Yes,0.579,1.203
Linifolioside,44583852,Thumbai,Leucas aspera,"Priya et al., 2018",CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CCC4(C5CCC(C=C5C(=O)CC4(C3(C)C)C)(C)C=C)C)CO)O)O)O)O)O,C33H52O11,624.76,6,11,6,159.7,175.37,2.8,2.28,1.36,-0.1,1.53,-4.75,Low,No,No,No,No,No,No,3,3,0.17,0,No,-1.014,No,No,3.017,3.047,No,No,0.285,4.346
Linoleic acid,5280450,Thumbai,Leucas aspera,"Priya et al., 2018",CCCCCC=CCC=CCCCCCCCC(=O)O,C18H32O2,280.45,14,2,1,89.46,37.3,4.14,6.98,5.88,4.47,5.45,-5.05,High,Yes,Yes,No,Yes,No,No,1,1,0.85,0,No,-0.827,No,No,1.429,3.187,Yes,Yes,0.701,-1.31
Macelignan,10404245,Thumbai,Leucas aspera,"Priya et al., 2018",CC(CC1=CC2=C(C=C1)OCO2)C(C)CC3=CC(=C(C=C3)O)OC,C20H24O4,328.4,6,4,1,94.51,47.92,3.72,5.16,4.19,3.21,4.23,-5.1,High,Yes,No,Yes,Yes,Yes,No,0,0,0.55,0,No,0.244,No,No,2.086,1.389,No,No,1.162,-1.187
Menthol,1254,Thumbai,Leucas aspera,"Priya et al., 2018",CC1CCC(C(C1)O)C(C)C,C10H20O,156.27,1,1,1,49.23,20.23,2.55,3.4,2.44,2.45,2.58,-2.88,High,Yes,No,No,No,No,No,0,1,0.55,0,No,0.94,No,No,1.946,2.017,No,Yes,0.333,1.29
meso-Dihydroguaiaretic acid,476856,Thumbai,Leucas aspera,"Priya et al., 2018",CC(CC1=CC(=C(C=C1)O)OC)C(C)CC2=CC(=C(C=C2)O)OC,C20H26O4,330.42,7,4,2,96.96,58.92,3.62,4.96,4.17,3.2,4.1,-4.92,High,Yes,Yes,Yes,No,Yes,Yes,0,0,0.55,0,No,0.029,No,Yes,2.228,1.646,No,No,0.947,-0.561
Nectandrin B,156517,Thumbai,Leucas aspera,"Priya et al., 2018",CC1C(C(OC1C2=CC(=C(C=C2)O)OC)C3=CC(=C(C=C3)O)OC)C,C20H24O5,344.4,4,5,2,95.93,68.15,2.75,3.73,3.55,1.98,3.04,-4.42,High,Yes,No,Yes,No,Yes,Yes,0,0,0.55,0,No,-0.644,No,Yes,2.305,1.584,No,No,0.828,0.517
n-Hexadecanoic acid,985,Thumbai,Leucas aspera,"Priya et al., 2018",CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.42,14,2,1,80.8,37.3,3.85,7.17,5.55,4.19,5.2,-5.02,High,Yes,Yes,No,Yes,No,No,1,0,0.85,0,No,-0.708,No,No,1.44,3.181,No,Yes,0.84,-1.083
Nonatriacontane,114842,Thumbai,Leucas aspera,"Priya et al., 2018",CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,C39H80,549.05,36,0,0,189.59,0.0,10.08,20.74,15.46,11.08,14.75,-13.93,Low,No,No,No,No,No,No,2,4,0.17,0,No,0.124,No,Yes,2.132,0.609,No,Yes,0.285,-6.948
Oleanolic acid,10494,Thumbai,Leucas aspera,"Priya et al., 2018",CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,C30H48O3,456.7,1,3,2,136.65,57.53,3.89,7.49,7.23,5.82,6.06,-7.32,Low,No,No,No,No,No,No,1,3,0.85,0,No,0.203,No,No,2.349,2.085,Yes,No,0.285,-0.823
Oleic acid,445639,Thumbai,Leucas aspera,"Priya et al., 2018",CCCCCCCCC=CCCCCCCCC(=O)O,C18H34O2,282.46,15,2,1,89.94,37.3,4.27,7.64,6.11,4.57,5.71,-5.41,High,No,Yes,No,Yes,No,No,1,1,0.85,0,No,-0.81,No,No,1.417,3.259,No,Yes,0.676,-1.438
Squalene,638072,Thumbai,Leucas aspera,"Priya et al., 2018",CC(=CCCC(=CCCC(=CCCC=C(C)CCC=C(C)CCC=C(C)C)C)C)C,C30H50,410.72,15,0,0,143.48,0.0,6.37,11.58,10.6,7.93,9.38,-8.69,Low,No,No,No,No,No,No,1,3,0.55,0,No,-0.393,No,Yes,1.848,0.946,No,No,0.464,-3.485
Stearic acid,5281,Thumbai,Leucas aspera,"Priya et al., 2018",CCCCCCCCCCCCCCCCCC(=O)O,C18H36O2,284.48,16,2,1,90.41,37.3,4.3,8.23,6.33,4.67,5.93,-5.73,High,No,Yes,No,No,No,No,1,1,0.85,0,No,-0.791,No,No,1.406,3.33,No,Yes,0.65,-1.565
Ursolic acid,64945,Thumbai,Leucas aspera,"Priya et al., 2018",CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1C)C)C(=O)O,C30H48O3,456.7,1,3,2,136.91,57.53,3.71,7.34,7.09,5.82,5.88,-7.23,Low,No,No,No,No,No,No,1,3,0.85,0,No,0.199,No,No,2.346,2.054,Yes,No,0.285,-0.787
